OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00460,3.6e-05,0,3.1e-05,6e-06,0,4e-06,0.005241,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu00668,5e-06,0,4e-06,3.5e-05,0,2.2e-05,0.005242,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01126,3.6e-05,0,1.4e-05,6e-06,0,6e-06,0.005241,0.224232417910448,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(100),
Otu01297,3.6e-05,0,2.4e-05,6e-06,0,6e-06,0.005241,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01500,3.6e-05,0,1.1e-05,6e-06,0,4e-06,0.005241,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu01573,0,0,0,2e-05,0,1.1e-05,0.005043,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01614,3.6e-05,0,1.3e-05,6e-06,0,4e-06,0.005241,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(98),Ruminococcaceae_unclassified(98),
Otu01635,0,0,0,2e-05,0,1.7e-05,0.005043,0.224232417910448,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01893,5e-06,0,5e-06,3.5e-05,0,2.9e-05,0.005242,0.224232417910448,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Anaerorhabdus(100),
Otu01940,0,0,0,2e-05,0,2e-05,0.005043,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02257,0,0,0,2e-05,0,1.1e-05,0.005043,0.224232417910448,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01280,4.9e-05,0,3.2e-05,1.2e-05,0,1.2e-05,0.005419,0.228394911764706,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01362,4.9e-05,0,3.2e-05,1.2e-05,0,8e-06,0.005419,0.228394911764706,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01276,1e-05,0,7e-06,4.3e-05,0,3.5e-05,0.005499,0.23007494890511,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01129,8e-06,0,8e-06,4e-05,0,1.4e-05,0.005635,0.234056666666667,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00414,6.4e-05,0,2.1e-05,0.000208,0,4.4e-05,0.005994,0.247177035971223,Bacteria(100),Firmicutes(87),Clostridia(87),Clostridiales(84),Clostridiales_unclassified(84),Clostridiales_unclassified(84),
Otu00912,6.1e-05,0,4.1e-05,2e-05,0,9e-06,0.006539,0.267725342857143,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00915,2.3e-05,0,1.3e-05,6.6e-05,0,5.2e-05,0.006907,0.278809323943662,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Anaerorhabdus(100),
Otu00960,2.3e-05,0,9e-06,6.6e-05,0,2.2e-05,0.006907,0.278809323943662,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00848,2.8e-05,0,1.3e-05,7.2e-05,0,2.6e-05,0.007361,0.289680462585034,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00975,5.6e-05,0,2.6e-05,1.7e-05,0,1.1e-05,0.007287,0.289680462585034,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01203,5.6e-05,0,3.7e-05,1.7e-05,0,1.2e-05,0.007287,0.289680462585034,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01881,2.8e-05,0,2.8e-05,3e-06,0,3e-06,0.007429,0.289680462585034,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu01995,2.8e-05,0,1.3e-05,3e-06,0,3e-06,0.007429,0.289680462585034,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(97),
Otu00270,0.00104,3e-06,0.000295,0.000297,0,8.8e-05,0.007992,0.304540415584416,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01130,3e-06,0,3e-06,2.6e-05,0,1.3e-05,0.008182,0.304540415584416,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu01220,3e-06,0,3e-06,2.6e-05,0,1.3e-05,0.008182,0.304540415584416,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu01323,3e-06,0,3e-06,2.6e-05,0,1.3e-05,0.008182,0.304540415584416,Bacteria(100),Firmicutes(100),Clostridia(90),Clostridia_unclassified(69),Clostridia_unclassified(69),Clostridia_unclassified(69),
Otu01378,3e-06,0,3e-06,2.6e-05,0,1.5e-05,0.008182,0.304540415584416,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01619,3e-06,0,3e-06,2.6e-05,0,2.1e-05,0.008182,0.304540415584416,Bacteria(100),Proteobacteria(100),Proteobacteria_unclassified(60),Proteobacteria_unclassified(60),Proteobacteria_unclassified(60),Proteobacteria_unclassified(60),
Otu01750,3e-06,0,3e-06,2.6e-05,0,2.1e-05,0.008182,0.304540415584416,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00487,2e-05,0,1.8e-05,0,0,0,0.008623,0.307000223602484,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01832,2e-05,0,2e-05,0,0,0,0.008623,0.307000223602484,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Veillonellaceae_unclassified(100),
Otu02185,2e-05,0,9e-06,0,0,0,0.008623,0.307000223602484,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Phascolarctobacterium(100),
Otu02388,2e-05,0,9e-06,0,0,0,0.008623,0.307000223602484,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu02752,2e-05,0,1.6e-05,0,0,0,0.008623,0.307000223602484,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02955,2e-05,0,2e-05,0,0,0,0.008623,0.307000223602484,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonas(100),
Otu03141,2e-05,0,2e-05,0,0,0,0.008623,0.307000223602484,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00775,3.6e-05,0,1.1e-05,8.4e-05,0,4.1e-05,0.008772,0.310377185185185,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00588,1.8e-05,0,1e-05,0.000107,0,3.5e-05,0.008991,0.312341890909091,Bacteria(100),Bacteria_unclassified(92),Bacteria_unclassified(92),Bacteria_unclassified(92),Bacteria_unclassified(92),Bacteria_unclassified(92),
Otu00815,0.000169,0,4.1e-05,4.3e-05,0,2.4e-05,0.008991,0.312341890909091,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01822,3.3e-05,0,3.3e-05,6e-06,0,6e-06,0.008943,0.312341890909091,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Alloprevotella(100),
Otu01012,1e-05,0,1e-05,4e-05,0,2.6e-05,0.009383,0.322721775147929,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01043,5e-06,0,5e-06,3.2e-05,0,1.7e-05,0.009515,0.322721775147929,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01785,5e-06,0,5e-06,3.2e-05,0,1.9e-05,0.009515,0.322721775147929,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu02073,5e-06,0,4e-06,3.2e-05,0,2.6e-05,0.009515,0.322721775147929,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(59),Firmicutes_unclassified(59),Firmicutes_unclassified(59),Firmicutes_unclassified(59),
Otu00929,1.8e-05,0,8e-06,5.5e-05,0,2.1e-05,0.00959,0.323352235294118,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00608,0.000447,2e-06,0.000267,3.5e-05,0,1.4e-05,0.00999,0.323517966101695,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00626,3.6e-05,0,1.6e-05,0.000138,0,3.6e-05,0.00999,0.323517966101695,Bacteria(100),Firmicutes(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu00636,3.6e-05,0,1e-05,0.000107,0,2.8e-05,0.00999,0.323517966101695,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(98),Clostridiales_unclassified(98),
Otu00853,2.3e-05,0,8e-06,0.00011,0,3.9e-05,0.00999,0.323517966101695,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01018,5.9e-05,0,2.5e-05,2e-05,0,8e-06,0.009933,0.323517966101695,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01079,0.000148,0,7.2e-05,6e-06,0,6e-06,0.00999,0.323517966101695,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01733,5.9e-05,0,2.3e-05,2e-05,0,1.2e-05,0.009933,0.323517966101695,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Faecalibacterium(100),
Otu01443,0,0,0,1.7e-05,0,1e-05,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(65),Clostridiales_unclassified(65),
Otu01706,0,0,0,1.7e-05,0,9e-06,0.010737,0.330884322580645,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02009,0,0,0,1.7e-05,0,8e-06,0.010737,0.330884322580645,Bacteria(100),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),Bacteria_unclassified(98),
Otu02109,0,0,0,1.7e-05,0,1e-05,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02233,0,0,0,1.7e-05,0,9e-06,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Butyrivibrio(100),
Otu02331,0,0,0,1.7e-05,0,8e-06,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02391,0,0,0,1.7e-05,0,9e-06,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(95),
Otu02565,0,0,0,1.7e-05,0,9e-06,0.010737,0.330884322580645,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02741,0,0,0,1.7e-05,0,1.2e-05,0.010737,0.330884322580645,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00304,0.000955,2e-06,0.000267,0.000277,0,7.1e-05,0.010989,0.336839294117647,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00597,1.5e-05,0,6e-06,4.9e-05,0,2.1e-05,0.011336,0.343798687830688,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu00925,1.5e-05,0,9e-06,4.9e-05,0,1.8e-05,0.011336,0.343798687830688,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(98),Clostridiales_unclassified(91),Clostridiales_unclassified(91),
Otu00546,2e-05,0,1.1e-05,5.8e-05,0,3.7e-05,0.012596,0.378011895287958,Bacteria(100),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),Bacteria_unclassified(67),
Otu01128,2e-05,0,1e-05,5.8e-05,0,2.9e-05,0.012596,0.378011895287958,Bacteria(100),Firmicutes(100),Clostridia(87),Clostridiales(86),Clostridiales_unclassified(86),Clostridiales_unclassified(86),
Otu00158,0.000524,0,0.000101,0.001286,3e-06,3e-04,0.012987,0.383718989690722,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Bacillales_unclassified(79),Bacillales_unclassified(79),
Otu00290,0.000212,0,5.1e-05,0.000444,0,7.6e-05,0.012987,0.383718989690722,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XIII(100),Anaerovorax(100),
Otu00933,0.000153,0,3.9e-05,4.3e-05,0,2.1e-05,0.012987,0.383718989690722,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(99),
Otu00892,2.6e-05,0,9e-06,6.6e-05,0,1.4e-05,0.01335,0.386204301507538,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Parvibacter(79),
Otu01058,1.3e-05,0,7e-06,4.3e-05,0,1.2e-05,0.013408,0.386204301507538,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(97),Ruminococcaceae_unclassified(96),
Otu01147,1.3e-05,0,6e-06,4.3e-05,0,2e-05,0.013408,0.386204301507538,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(96),Firmicutes_unclassified(96),Firmicutes_unclassified(96),Firmicutes_unclassified(96),
Otu01602,2.6e-05,0,1.2e-05,3e-06,0,3e-06,0.013314,0.386204301507538,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu02728,2.6e-05,0,1.9e-05,3e-06,0,3e-06,0.013314,0.386204301507538,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00676,0.000335,1e-06,0.000136,8.1e-05,0,2.9e-05,0.013986,0.40083876,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00077,0.001196,3e-06,0.000279,0.003164,1.8e-05,0.000758,0.014985,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(55),
Otu00307,0.000146,0,5.2e-05,0.000436,0,0.000111,0.015984,0.422232837606838,Bacteria(100),Firmicutes(88),Clostridia(88),Clostridiales(87),Clostridiales_unclassified(75),Clostridiales_unclassified(75),
Otu00691,5e-06,0,5e-06,2.9e-05,0,2.9e-05,0.017128,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00721,2.3e-05,0,1.1e-05,6.1e-05,0,1.8e-05,0.01602,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(99),Ruminococcaceae_unclassified(99),
Otu00976,5e-06,0,4e-06,2.9e-05,0,1.9e-05,0.017128,0.422232837606838,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu00990,2.3e-05,0,9e-06,6.1e-05,0,1.8e-05,0.01602,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(72),Clostridiales(70),Clostridiales_unclassified(70),Clostridiales_unclassified(70),
Otu00997,0.00011,0,3.4e-05,2.6e-05,0,1.1e-05,0.014985,0.422232837606838,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01162,1.8e-05,0,7e-06,5.2e-05,0,1.6e-05,0.015076,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(96),Clostridia_unclassified(95),Clostridia_unclassified(95),Clostridia_unclassified(95),
Otu01239,3e-06,0,3e-06,2.3e-05,0,1.4e-05,0.015735,0.422232837606838,Bacteria(100),Lentisphaerae(100),Lentisphaeria(100),Victivallales(100),Victivallaceae(100),Victivallis(100),
Otu01399,5.1e-05,0,2.1e-05,1.7e-05,0,8e-06,0.017237,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01480,1.8e-05,0,1.4e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteria_unclassified(88),Bacteria_unclassified(88),Bacteria_unclassified(88),Bacteria_unclassified(88),Bacteria_unclassified(88),
Otu01481,5e-06,0,5e-06,2.9e-05,0,1.2e-05,0.017128,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(90),Clostridiales_unclassified(90),
Otu01489,1.8e-05,0,1e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(99),Clostridiales(99),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu01507,5.1e-05,0,2.6e-05,1.7e-05,0,1.1e-05,0.017237,0.422232837606838,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01520,5e-06,0,5e-06,2.9e-05,0,2.3e-05,0.017128,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcus(100),
Otu01523,5e-06,0,4e-06,2.9e-05,0,2.4e-05,0.017128,0.422232837606838,Bacteria(100),Bacteroidetes(100),Bacteroidia(87),Bacteroidales(87),Bacteroidales_unclassified(87),Bacteroidales_unclassified(87),
Otu01603,1.8e-05,0,1.1e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01655,3e-06,0,3e-06,2.3e-05,0,1.1e-05,0.015735,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridia_unclassified(96),Clostridia_unclassified(96),Clostridia_unclassified(96),
Otu01687,5e-06,0,4e-06,2.9e-05,0,1e-05,0.017128,0.422232837606838,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(100),
Otu01763,5e-06,0,4e-06,2.9e-05,0,1e-05,0.017128,0.422232837606838,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Atopobium(93),
Otu01800,1.8e-05,0,1.8e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02039,1.8e-05,0,1.4e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu02108,3.1e-05,0,2.6e-05,6e-06,0,4e-06,0.015172,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(98),Clostridiales(93),Clostridiales_unclassified(93),Clostridiales_unclassified(93),
Otu02348,1.8e-05,0,1.3e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacterium(100),
Otu02371,1.8e-05,0,1e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Eubacteriaceae(100),Anaerofustis(100),
Otu02414,3e-06,0,3e-06,2.3e-05,0,1.2e-05,0.015735,0.422232837606838,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02424,1.8e-05,0,1.8e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonas(100),
Otu02427,1.8e-05,0,1.1e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu02555,3e-06,0,3e-06,2.3e-05,0,2.3e-05,0.015735,0.422232837606838,Bacteria(100),Proteobacteria(94),Alphaproteobacteria(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),Alphaproteobacteria_unclassified(94),
Otu02596,1.8e-05,0,1.5e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02650,1.8e-05,0,1.3e-05,0,0,0,0.016837,0.422232837606838,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
